brand,0,1
APPLE,0.020432886299860828,-0.0982151523001074
ASUS,0.9448179105753659,1.303948653432372
BLACK SHARK,1.4559718704397469,-0.8610796401156766
BLACKBERRY,0.2814399743252947,-0.23691778644839273
CAT,1.4559718704397469,-0.8610796401156766
DOCOMO,1.4559718704397469,-0.8610796401156766
FPT,-1.4426341923374604,0.7748675482915865
FUJITSU,-0.5015812897510069,0.17919011599646326
GAMMA,1.4559718704397469,-0.8610796401156766
GOOGLE,0.770543343352954,-0.6330334030898206
GOOGLE NEXUS,1.2126112723882088,-1.1117197178886555
HTC,-0.33845185973511077,0.09250096965378495
HUAWEI,0.6768754349319251,-1.4765152381731446
ITEL,0.12191553722365435,2.3723813366524347
KYOCERA,-0.1591917169144012,-0.03320759895834391
KYOCERA TORQUE,-0.5015812897510069,0.17919011599646326
LANDROVER,-0.5015812897510069,0.17919011599646326
LG,-0.03464334601242609,-0.09826368569282569
MEIZU,0.33724725332490313,-2.0681256562302632
MOBIISTAR,0.433663950710985,3.468976946980421
MOTOROLA,0.18316914807953924,-0.18552898390489597
NOKIA,2.3947724420856673,2.5222666785657757
ONEPLUS,1.4559718704397469,-0.8610796401156766
OPPO,-0.4599063931612879,0.13853414643755985
OUKITEL,-0.5015812897510069,0.17919011599646326
POCO,-0.5015812897510069,0.17919011599646326
REAL,1.4559718704397469,-0.8610796401156766
REALME,0.19922956118880147,0.05286770764888075
SAMSUNG,-0.08427434843778328,0.03701523071932981
SHARP,-0.5015812897510069,0.17919011599646326
SONY,-0.030490928116401656,-0.0833407573691205
TECNO,-0.42141998767818817,0.39184860213409356
ULEFONE,-0.5015812897510069,0.17919011599646326
UNKNOWN,1.1326994466152995,-0.5876890480430063
VIETTEL,1.4559718704397469,-0.8610796401156766
VIVO,-0.41849642169954215,0.08611878129945731
VSMART,1.5138785499846024,-1.0910237191557477
XIAOMI,-0.27378711386438476,0.1532339219526485
XIAOMI DEERMA,-0.5015812897510069,0.17919011599646326
